input,issues
"Drone log, vbat avg=21.1V (min=12.41V), amperage max=15.43A, rssi avg=91 (min=87), motor imbalance=246, gyro variability=3.72, acc variability=36.957, GPS sats min=14, GPS speed max=13.14 m/s, alt avg=143.2m, throttle avg=1597, failsafe phase=1, rx signal quality=0.86 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=21.67V (min=21.47V), amperage max=7.27A, rssi avg=55 (min=54), motor imbalance=393, gyro variability=0.087, acc variability=0.129, GPS sats min=13, GPS speed max=17.76 m/s, alt avg=541.6m, throttle avg=1197, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.57V (min=21.5V), amperage max=6.17A, rssi avg=40 (min=39), motor imbalance=316, gyro variability=0.045, acc variability=0.109, GPS sats min=15, GPS speed max=18.34 m/s, alt avg=721.8m, throttle avg=1189, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.13V (min=12.79V), amperage max=14.48A, rssi avg=75 (min=28), motor imbalance=318, gyro variability=3.024, acc variability=30.527, GPS sats min=7, GPS speed max=7.67 m/s, alt avg=68.4m, throttle avg=1300, failsafe phase=0, rx signal quality=0.69 → What issues occurred?",rssi drop; motor desync; failsafe triggered
"Drone log, vbat avg=23.28V (min=11.31V), amperage max=9.7A, rssi avg=29 (min=86), motor imbalance=384, gyro variability=2.098, acc variability=38.566, GPS sats min=4, GPS speed max=14.62 m/s, alt avg=54.2m, throttle avg=1147, failsafe phase=1, rx signal quality=0.11 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=20.28V (min=15.31V), amperage max=9.35A, rssi avg=94 (min=59), motor imbalance=381, gyro variability=1.784, acc variability=18.444, GPS sats min=14, GPS speed max=8.4 m/s, alt avg=68.2m, throttle avg=1430, failsafe phase=0, rx signal quality=0.88 → What issues occurred?",prop wash
"Drone log, vbat avg=21.06V (min=17.33V), amperage max=12.76A, rssi avg=39 (min=16), motor imbalance=278, gyro variability=1.606, acc variability=25.821, GPS sats min=14, GPS speed max=9.93 m/s, alt avg=79.4m, throttle avg=1778, failsafe phase=0, rx signal quality=0.09 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=21.18V (min=16.01V), amperage max=23.13A, rssi avg=44 (min=92), motor imbalance=321, gyro variability=2.349, acc variability=37.122, GPS sats min=12, GPS speed max=0.36 m/s, alt avg=147.5m, throttle avg=1518, failsafe phase=0, rx signal quality=0.03 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=21.69V (min=21.62V), amperage max=6.92A, rssi avg=55 (min=54), motor imbalance=362, gyro variability=0.125, acc variability=0.159, GPS sats min=13, GPS speed max=17.8 m/s, alt avg=543.0m, throttle avg=1186, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.95V (min=22.84V), amperage max=5.95A, rssi avg=34 (min=34), motor imbalance=169, gyro variability=0.04, acc variability=0.137, GPS sats min=9, GPS speed max=21.27 m/s, alt avg=823.4m, throttle avg=1173, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.82V (min=21.72V), amperage max=7.07A, rssi avg=34 (min=33), motor imbalance=428, gyro variability=0.058, acc variability=0.146, GPS sats min=14, GPS speed max=21.23 m/s, alt avg=674.3m, throttle avg=1194, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.77V (min=22.7V), amperage max=5.42A, rssi avg=36 (min=36), motor imbalance=225, gyro variability=0.049, acc variability=0.111, GPS sats min=11, GPS speed max=22.58 m/s, alt avg=669.8m, throttle avg=1148, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.77V (min=21.62V), amperage max=7.07A, rssi avg=35 (min=34), motor imbalance=353, gyro variability=0.175, acc variability=0.102, GPS sats min=14, GPS speed max=21.54 m/s, alt avg=564.8m, throttle avg=1193, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.04V (min=19.88V), amperage max=18.85A, rssi avg=68 (min=29), motor imbalance=124, gyro variability=2.826, acc variability=14.358, GPS sats min=9, GPS speed max=9.16 m/s, alt avg=131.5m, throttle avg=1545, failsafe phase=1, rx signal quality=0.3 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=21.69V (min=21.63V), amperage max=2.05A, rssi avg=38 (min=37), motor imbalance=208, gyro variability=0.062, acc variability=0.154, GPS sats min=16, GPS speed max=15.86 m/s, alt avg=677.4m, throttle avg=1041, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.87V (min=22.39V), amperage max=5.77A, rssi avg=54 (min=73), motor imbalance=50, gyro variability=0.712, acc variability=5.754, GPS sats min=12, GPS speed max=5.57 m/s, alt avg=68.3m, throttle avg=1236, failsafe phase=0, rx signal quality=0.46 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.68V (min=11.18V), amperage max=18.64A, rssi avg=34 (min=37), motor imbalance=19, gyro variability=0.274, acc variability=19.65, GPS sats min=14, GPS speed max=17.09 m/s, alt avg=147.9m, throttle avg=1754, failsafe phase=0, rx signal quality=0.85 → What issues occurred?",no issue
"Drone log, vbat avg=22.15V (min=22.01V), amperage max=5.55A, rssi avg=61 (min=60), motor imbalance=448, gyro variability=0.048, acc variability=0.095, GPS sats min=14, GPS speed max=17.33 m/s, alt avg=666.9m, throttle avg=1147, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.9V (min=15.57V), amperage max=14.89A, rssi avg=37 (min=35), motor imbalance=256, gyro variability=2.652, acc variability=6.326, GPS sats min=14, GPS speed max=9.26 m/s, alt avg=125.8m, throttle avg=1018, failsafe phase=0, rx signal quality=0.27 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=22.06V (min=21.97V), amperage max=5.42A, rssi avg=39 (min=39), motor imbalance=241, gyro variability=0.041, acc variability=0.083, GPS sats min=14, GPS speed max=19.24 m/s, alt avg=602.6m, throttle avg=1159, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.8V (min=11.79V), amperage max=9.02A, rssi avg=33 (min=74), motor imbalance=213, gyro variability=2.93, acc variability=2.283, GPS sats min=4, GPS speed max=8.23 m/s, alt avg=141.4m, throttle avg=1171, failsafe phase=0, rx signal quality=0.73 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.43V (min=22.3V), amperage max=16.13A, rssi avg=97 (min=65), motor imbalance=374, gyro variability=4.322, acc variability=39.202, GPS sats min=2, GPS speed max=5.81 m/s, alt avg=77.4m, throttle avg=1683, failsafe phase=0, rx signal quality=0.94 → What issues occurred?",prop wash; motor desync
"Drone log, vbat avg=22.58V (min=22.44V), amperage max=5.47A, rssi avg=46 (min=44), motor imbalance=380, gyro variability=0.122, acc variability=0.139, GPS sats min=13, GPS speed max=10.67 m/s, alt avg=619.6m, throttle avg=1140, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.63V (min=8.57V), amperage max=23.48A, rssi avg=32 (min=19), motor imbalance=398, gyro variability=4.082, acc variability=33.828, GPS sats min=14, GPS speed max=10.45 m/s, alt avg=60.7m, throttle avg=1327, failsafe phase=1, rx signal quality=0.05 → What issues occurred?",rssi drop; motor desync; failsafe triggered
"Drone log, vbat avg=21.78V (min=21.5V), amperage max=8.12A, rssi avg=35 (min=35), motor imbalance=703, gyro variability=0.233, acc variability=0.296, GPS sats min=14, GPS speed max=17.09 m/s, alt avg=681.8m, throttle avg=1156, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=24.3V (min=23.85V), amperage max=6.42A, rssi avg=57 (min=57), motor imbalance=376, gyro variability=0.051, acc variability=0.027, GPS sats min=8, GPS speed max=0.16 m/s, alt avg=447.5m, throttle avg=1009, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.06V (min=22.97V), amperage max=6.8A, rssi avg=45 (min=44), motor imbalance=378, gyro variability=0.334, acc variability=0.283, GPS sats min=9, GPS speed max=21.68 m/s, alt avg=877.5m, throttle avg=1185, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.87V (min=13.58V), amperage max=21.96A, rssi avg=48 (min=51), motor imbalance=24, gyro variability=4.144, acc variability=22.254, GPS sats min=1, GPS speed max=1.84 m/s, alt avg=99.9m, throttle avg=1120, failsafe phase=1, rx signal quality=0.39 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.88V (min=22.75V), amperage max=5.45A, rssi avg=31 (min=30), motor imbalance=294, gyro variability=0.086, acc variability=0.085, GPS sats min=11, GPS speed max=18.31 m/s, alt avg=761.2m, throttle avg=1147, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.09V (min=22.0V), amperage max=4.05A, rssi avg=46 (min=45), motor imbalance=332, gyro variability=0.15, acc variability=0.137, GPS sats min=14, GPS speed max=14.46 m/s, alt avg=885.6m, throttle avg=1123, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.84V (min=11.58V), amperage max=13.36A, rssi avg=76 (min=65), motor imbalance=237, gyro variability=1.053, acc variability=7.339, GPS sats min=5, GPS speed max=21.38 m/s, alt avg=71.4m, throttle avg=1358, failsafe phase=0, rx signal quality=0.7 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.8V (min=12.71V), amperage max=18.01A, rssi avg=32 (min=90), motor imbalance=318, gyro variability=0.421, acc variability=24.662, GPS sats min=8, GPS speed max=9.71 m/s, alt avg=96.2m, throttle avg=1316, failsafe phase=1, rx signal quality=0.33 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.5V (min=16.79V), amperage max=12.64A, rssi avg=97 (min=58), motor imbalance=140, gyro variability=3.026, acc variability=17.21, GPS sats min=5, GPS speed max=18.04 m/s, alt avg=124.8m, throttle avg=1516, failsafe phase=1, rx signal quality=0.48 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.57V (min=11.8V), amperage max=23.09A, rssi avg=36 (min=43), motor imbalance=61, gyro variability=2.769, acc variability=20.087, GPS sats min=8, GPS speed max=11.13 m/s, alt avg=112.5m, throttle avg=1247, failsafe phase=1, rx signal quality=0.05 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.6V (min=21.4V), amperage max=6.17A, rssi avg=36 (min=36), motor imbalance=394, gyro variability=0.058, acc variability=0.084, GPS sats min=16, GPS speed max=20.96 m/s, alt avg=711.0m, throttle avg=1184, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=24.08V (min=23.97V), amperage max=3.82A, rssi avg=64 (min=63), motor imbalance=173, gyro variability=0.025, acc variability=0.097, GPS sats min=8, GPS speed max=5.55 m/s, alt avg=485.2m, throttle avg=1088, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.99V (min=22.9V), amperage max=6.65A, rssi avg=57 (min=56), motor imbalance=301, gyro variability=0.056, acc variability=0.199, GPS sats min=9, GPS speed max=19.42 m/s, alt avg=867.0m, throttle avg=1185, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.06V (min=13.76V), amperage max=22.16A, rssi avg=95 (min=44), motor imbalance=243, gyro variability=3.708, acc variability=5.632, GPS sats min=3, GPS speed max=21.62 m/s, alt avg=138.1m, throttle avg=1654, failsafe phase=0, rx signal quality=0.2 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=22.62V (min=13.49V), amperage max=17.97A, rssi avg=93 (min=92), motor imbalance=267, gyro variability=1.947, acc variability=25.298, GPS sats min=2, GPS speed max=7.93 m/s, alt avg=112.4m, throttle avg=1375, failsafe phase=1, rx signal quality=0.39 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.1V (min=16.35V), amperage max=12.94A, rssi avg=21 (min=14), motor imbalance=117, gyro variability=0.299, acc variability=7.575, GPS sats min=9, GPS speed max=1.22 m/s, alt avg=78.7m, throttle avg=1239, failsafe phase=1, rx signal quality=0.34 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=21.52V (min=21.4V), amperage max=5.55A, rssi avg=29 (min=28), motor imbalance=306, gyro variability=0.037, acc variability=0.12, GPS sats min=16, GPS speed max=9.01 m/s, alt avg=599.5m, throttle avg=1164, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.95V (min=22.86V), amperage max=9.72A, rssi avg=37 (min=37), motor imbalance=609, gyro variability=0.202, acc variability=0.37, GPS sats min=8, GPS speed max=19.51 m/s, alt avg=836.8m, throttle avg=1222, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.86V (min=13.55V), amperage max=5.6A, rssi avg=39 (min=51), motor imbalance=19, gyro variability=4.53, acc variability=7.642, GPS sats min=14, GPS speed max=21.77 m/s, alt avg=71.8m, throttle avg=1347, failsafe phase=0, rx signal quality=0.83 → What issues occurred?",no issue
"Drone log, vbat avg=21.79V (min=21.68V), amperage max=5.72A, rssi avg=37 (min=36), motor imbalance=206, gyro variability=0.032, acc variability=0.063, GPS sats min=14, GPS speed max=19.17 m/s, alt avg=728.4m, throttle avg=1178, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.86V (min=21.72V), amperage max=6.95A, rssi avg=33 (min=33), motor imbalance=420, gyro variability=0.058, acc variability=0.161, GPS sats min=14, GPS speed max=21.28 m/s, alt avg=660.6m, throttle avg=1194, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.57V (min=10.53V), amperage max=24.67A, rssi avg=53 (min=81), motor imbalance=24, gyro variability=0.33, acc variability=8.609, GPS sats min=3, GPS speed max=15.09 m/s, alt avg=66.8m, throttle avg=1456, failsafe phase=1, rx signal quality=0.88 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.88V (min=22.77V), amperage max=5.15A, rssi avg=34 (min=34), motor imbalance=196, gyro variability=0.11, acc variability=0.121, GPS sats min=11, GPS speed max=17.12 m/s, alt avg=822.9m, throttle avg=1151, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.04V (min=14.44V), amperage max=24.81A, rssi avg=52 (min=83), motor imbalance=58, gyro variability=3.96, acc variability=1.942, GPS sats min=0, GPS speed max=10.54 m/s, alt avg=56.7m, throttle avg=1219, failsafe phase=0, rx signal quality=0.23 → What issues occurred?",failsafe triggered; gps loss
"Drone log, vbat avg=21.52V (min=21.46V), amperage max=4.5A, rssi avg=43 (min=43), motor imbalance=207, gyro variability=0.106, acc variability=0.061, GPS sats min=16, GPS speed max=19.09 m/s, alt avg=547.4m, throttle avg=1145, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.27V (min=9.11V), amperage max=23.7A, rssi avg=34 (min=54), motor imbalance=67, gyro variability=3.902, acc variability=18.108, GPS sats min=9, GPS speed max=8.54 m/s, alt avg=59.8m, throttle avg=1033, failsafe phase=1, rx signal quality=0.47 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.19V (min=18.72V), amperage max=12.55A, rssi avg=63 (min=15), motor imbalance=18, gyro variability=0.957, acc variability=11.518, GPS sats min=12, GPS speed max=3.7 m/s, alt avg=62.4m, throttle avg=1694, failsafe phase=1, rx signal quality=0.04 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=20.88V (min=13.6V), amperage max=21.9A, rssi avg=65 (min=48), motor imbalance=125, gyro variability=2.353, acc variability=22.627, GPS sats min=4, GPS speed max=20.4 m/s, alt avg=101.8m, throttle avg=1108, failsafe phase=1, rx signal quality=0.16 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.28V (min=17.91V), amperage max=10.64A, rssi avg=21 (min=89), motor imbalance=175, gyro variability=1.321, acc variability=2.9, GPS sats min=3, GPS speed max=9.04 m/s, alt avg=149.2m, throttle avg=1181, failsafe phase=0, rx signal quality=0.01 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.69V (min=20.05V), amperage max=16.22A, rssi avg=31 (min=24), motor imbalance=105, gyro variability=3.451, acc variability=39.015, GPS sats min=1, GPS speed max=22.72 m/s, alt avg=66.2m, throttle avg=1658, failsafe phase=1, rx signal quality=0.97 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=22.94V (min=22.82V), amperage max=6.97A, rssi avg=48 (min=47), motor imbalance=384, gyro variability=0.075, acc variability=0.257, GPS sats min=9, GPS speed max=18.03 m/s, alt avg=846.8m, throttle avg=1185, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
